cid,smiles
17198,CC(=O)C1=CC(=C(C(=C1)OC)O)OC
17355,CC(=O)CCC1=CC=CC=C1
17356,C1CCC(CC1)SSC2CCCCC2
17525,CCCCCCOC(=O)CCC
17586,CCC(C)OCC
17617,C=CCOC(=O)CCC1CCCCC1
17623,CC(=O)NC1=CC=CC=C1C(=O)OC
17691,CC1=CC(=O)CC1
17696,CC1SC(SC(S1)C)C
17739,CCCC1=CC(=C(C=C1)O)OC
17816,CC(C)CC(=O)OCC=C
17898,CC1=NC=CN=C1OC
18064,CSS(=O)(=O)C
18280,CC(C)C(C)C(C)(C)O
18467,COC1=NC=CN=C1
18554,CCC1=CC=CO1
18635,CSCCC=O
18686,CCOC(=O)C1CCCCC1
18698,CCCCC1CCCC(=O)O1
18818,CC(C)C12CCC(=C)C1C2
18827,CCCCCC(C=C)O
18938,CC(CCO)CC(C)(C)C
19089,COCCC1=CC=CC=C1
19137,CC(=O)CCC1=CC=C(C=C1)OC(=O)C
19188,C1=CC=C(C=C1)OCC(=O)O
19309,CC1C(=O)C(=C(O1)C)O
19310,CSSSC
19543,CC(=C)CC(=O)C
19602,CCCCCC1=CC=CO1
19603,CCCCCCCC1=CC=CO1
19633,CC(=CCCC(=CCCC(=O)C)C)C
19695,CCOC(CC(C)C)OCC
19707,CCCC(=O)C(=O)C
19754,CCCSC
19838,CCOC(=O)C(C)(C)C
19844,COC1=C(C=CC(=C1)C(=O)OC)O
20083,CCCCCCC(C)O
20219,CCCCCCCC(=O)OCC=C
20263,CC1=CC2=CC=CC=C2O1
20354,CCCC(=O)OC1=CC=CC=C1
20357,CCCCCCC1OCC(O1)C
20358,C1CCC(CC1)OC=O
20487,C1CCC2C(C1)CCC(=O)O2
20499,C1=COC(=C1)CSSCC2=CC=CO2
20508,C1CCC(CC1)CCO
20534,CCCCC1=CC=CO1
20739,CC(C)C1CCC(CC1)O
20745,CC(CCC=C(C)C)O
20748,COC(=O)C1CCCCC1
20861,CCC1=CC=C(C=C1)C=O
20928,CCCC(C=C)O
20995,CCCCCC1=CC=CS1
21003,C1CCC(C1)C2CCCC2=O
21057,CCCCC(C=C)O
21059,CCC1=C(C(=O)C=CO1)O
21108,CC(=O)CCCCCC=C
21265,CC(=CCOC(=O)C1=CC=CC=C1)C
21363,C1CCC(CC1)CC(=O)O
21503,CCCCCCOC(C)OCCCCCC
21574,CC(CC=O)CC(C)(C)C
21596,CCCCCCC(=O)OCCCC
21606,CCCCCCCC(=O)OC(C)C
21625,CCOC(=O)CCS
21648,CC(=O)CCC1=CC=C(C=C1)O
22201,CC1=NC=CN=C1C
22310,CC1(CCC(O1)C(C)(C)O)C=C
22311,CC1=CCC(CC1)C(=C)C
22383,CCCSSSCCC
22386,CCCC(C)O
22556,CCCCCCCCCCC(=O)C
22568,CC(=O)OCCOC1=CC=CC=C1
22629,CCCCCCOC(=O)C1=CC=CC=C1O
22692,CCCCCCCCCCCCOC(=O)C(C)O
22873,CCCCCCOC(=O)CCCCC
23110,CSCCSC
23203,CCCCC=CC=CC=O
23235,CCCCCCOC(=O)C1=CC=CC=C1
23347,C1=CSC(=C1)SSC2=CC=CS2
23367,CCCCCC(=O)OCC1=CC=CC=C1
23368,CC(C)OC(=O)CCCCC(=O)OC(C)C
23535,CC(=CCCC(C)(C=C)OC(=O)C1=CC=CC=C1N)C
23642,COC1=CC=CC=C1S
24020,CCC(C)C(=O)OCC
24114,CCCCOC(=O)C(C)OC(=O)CCC
24115,CC(C)C(=O)C(=O)C
24117,C=CCOC(=O)COC1=CC=CC=C1
24197,CCOC(=O)CC(C(=O)OCC)O
24433,CCCCOC(=O)C1=CC=CC=C1N
24473,CC1CCC(CC1=O)C(=C)C
24510,C1CCC(CC1)OC(=O)C2=CC=CC=C2N
24513,CCCCCCCCCC(OC)OC
24515,CC(C)COC(=O)C1=CC=CC=C1N
24516,CCCCCCC(=O)OCC(C)C
24583,CCCCCCC(C)C=O
24585,CC1CCC(C(C1)O)C(=C)C
24834,CCOC1=CC=C(C=C1)C=O
24835,COC1=C(C=CC(=C1)CC=C)OC=O
24838,CCCCCCOC(=O)C(C)CC
24874,CCC(C)N
24915,CCCC(=O)OC(C)(C)CC1=CC=CC=C1
24986,CCOC(=O)C1CC2CC1C=C2
25238,COC1=C(C=CC(=C1)CC=C)OC(=O)CC2=CC=CC=C2
25311,CCCCCCCCCCCCC=O
25611,CCCCC(=O)C(C)C
25612,C=CCCCCCCCCO
25915,CCC1=NC=C(N=C1)C
25916,CCC1=NC(=CN=C1C)C
26049,CC1=CCC2C(C1)C2(C)C
26068,CC(C)(C)C1CCCCC1O
26204,CC(C)CC(=O)C(=O)C
26331,CCC1=NC=CN=C1
26332,CCC1=NC(=CN=C1)C
26333,CC1=NC=CN=C1CC(C)C
26334,CCC1=NC=C(N=C1C)C
26335,CC1=CN=C(C=N1)C=C
26396,CC1(C(CCC(O1)(C)C=C)O)C
26630,CCCCCC=CC(=O)C
26808,CC1=CN=C(C(=N1)C)C
27209,CC1(CCCC2(C1=CC(=O)O2)C)C
27440,CCC1=NC(=CS1)C
27457,CCC1=NC=CN=C1C
27458,CCC1=NC=CN=C1CC
27460,CCC1=CN=C(C(=N1)C)C
27866,CC1CCOC(C1)C=C(C)C
27867,CC1CCC(C(C1)OC(=O)C)C(C)C
27892,CCCCCC(C=C)OC(=O)CCC
27941,CCC(C)(C)C1CCC(=O)CC1
28905,CCC1=NC=C(N=C1CC)C
28906,CCC1=CN=C(C(=N1)CC)C
29096,CC(CCCC(C)(C)O)C=C
29381,CCCCCCCCC(C)C=O
1213,CC1CCCC2(C1(CCCC2)O)C
30215,CC1=C(OC(=N1)C)C
30248,CC1CCC(CC1OC(=O)C)C(=C)C
30249,CC(C)CCCC(C)CCOC(=O)C
30771,CC(=O)OCCC1CCCCC1
30914,CC(=O)C1=NC=CN=C1
30915,CC1=CN=C(C=N1)C(=O)C
31210,CCCCOC(=O)CC1=CC=CC=C1
31211,CC(=O)CCC1=CC(=C(C=C1)O)OC
31219,CCC(=O)OCC1=CC=CC=C1
31225,CCC(=O)OCCC1=CC=CC=C1
31226,CC(=O)OCCCC1=CC=CC=C1
31229,CC(=O)OC1=CC=CC=C1
31231,CC(=O)CC1=CC=C(C=C1)OC
31234,C1=CC=C(C=C1)CCCO
31236,C1=CC=C(C=C1)OCCO
31242,CCC1=CC=C(C=C1)O
31244,COC1=CC=C(C=C1)C=O
31245,CCCC(C)C=O
31246,CCCC(=O)CCC
31249,CCOC(=O)CCC(=O)OCC
31251,CCCCCCCCC(=O)OCC
31252,CC1=CN=C(C=N1)C
31260,CC(C)CCO
31264,CC1OC(OC(O1)C)C
31265,CCCCCC(=O)OCC
31266,CCCCCC(=O)OCC=C
31272,CCCCOC(=O)C
31276,CC(C)CCOC(=O)C
31278,CCCCCCCCCCCCCCCCCC(=O)OCCCC
31283,CCCCCCCCCCCCCC(=O)OCC
31284,CCCCCCCCCCCCCC(=O)OC
31289,CCCCCCCCC=O
31291,CCCCCCCCCCCCCC=O
31353,CC(=CCCC(C)(C=C)OC(=O)C1=CC=CC=C1)C
31408,CC1(C2CC=C(C1C2)CCO)C
31954,CCC(=O)OCCOC1=CC=CC=C1
32033,CC1SC(SS1)C
32093,CC1=NC=CN=C1C(=O)C
32196,CC1NCCS1
32594,CC(C)CC1=NC=CN=C1OC
33135,CCC1=NC=CN=C1OC
33166,CC(C)C1=NC=CN=C1OC
33637,CC1=CC=CC=C1OC
33645,CC(S)S
33960,CCCCCC1=CC=CC(=O)O1
34134,CCC=CCCC=CCO
34286,CC1=C(C=CO1)S
34590,CC(C)C1=NC=CN=C1
34645,CC1CCC(C(=O)C1)C(=C)C
35349,CCCSSCC
35785,CCC(=O)C1CC(CC=C1C)C(C)C
35821,CC1=CCCC(C1CCC(=O)C)(C)C
35960,COC1=CC(=CC(=C1O)OC)C=C
36081,CC(=O)OC1CCC(CC1)C(C)(C)C
36225,CCC1=CN=C(C(=N1)C)CC
36822,C1CCC2=NC=CN=C2C1
37065,CCC=CCCOC(=O)CC(C)C
37098,CCCCCCCCCCCCCCCCOC(=O)C(C)O
38762,CCCCCCCCCCCCCCC(=O)OCC
39742,CCCCCCCCC(=O)OCCCC
39801,CC(=O)OCCCCCCCCC=C
39914,CCCCCC1CC=CC(=O)O1
40380,CCC1=C(N=CS1)C
41569,CC1=CC(=C(O1)C)S
41570,CC1=CC(=C(O1)C)SC(=O)CC(C)C
42745,CC(CCOC(=O)C)CC(C)(C)C
43046,CCCCCCCC(=O)OC1=CC=C(C=C1)C
43263,CCCC(C)OC(=O)CCC
43579,CCCSSC1=C(OC=C1)C
47649,CC1=C(C=CO1)SSC
50216,CC(=CCOC(=O)C1=CC=CC=C1O)C
53654,CC1N=C(CO1)C
60968,CC(C)CC(=O)OC1CC2CCC1(C2(C)C)C
60979,CCOC(=O)C1=CC=C(C=C1)OC
60983,CCCCC(=O)C(=O)C
60985,CC(C)C(=O)OCCC(C)CCC=C(C)C
60990,CC1=CC=C(C=C1)C(C)C=O
60995,COC(CC1=CC=CC=C1)OC
60997,CC1=CC=C(C=C1)OC(=O)CC2=CC=CC=C2
60998,CC(C)COC(=O)CC1=CC=CC=C1
60999,C1=CC=C(C=C1)CC(=O)OCC2=CC=CC=C2
61005,CC(C)C(=O)OCCOC1=CC=CC=C1
61006,CC1=CC=C(C=C1)CC=O
61007,CC(=O)CCC1=CC=C(C=C1)OC
61010,C1=CC=C(C=C1)CCCOC=O
61014,C1CCCCCC(=O)OCCOC(=O)CCCCC1
61015,CCCCCCCCCCCC(=O)OCCCC
61016,CC(CCC=C(C)C)C=O
61020,CC(=CC=O)C
61024,CCCCCCCCOC(=O)C(C)C
61027,CCCCOC(=O)CCCCCCCCC=C
61030,CCCCCCCCOC(=O)CCC
61031,CCCCCCCCCC(C)C=O
61035,CC(=O)OCCCCCCCCCC=C
61040,CC(=CCCC(C)(C=C)OC=O)C
61041,CC1=C(C(CC=C1)(C)C)C=O
61045,CC1=C(C(=CC=C1)C)S
61048,CC(C)COC(=O)C1=CC=CC=C1
61050,CCCCCCCCOC(=O)CC1=CC=CC=C1
61052,CCC(=O)OCCCC1=CC=CC=C1
61054,COC1=CC=C(C=C1)COC=O
64685,CC1(C2CCC1(C(C2)O)C)C
61085,CC(C)C(=O)OCCC(C)CCCC(=C)C
61092,CC(CCCC(=C)C)CCOC=O
61093,CCCC(=O)OCCC(C)CCCC(=C)C
61096,CCCCCCCCOC(=O)CC
61098,CCC(=O)OC(C)(CCC=C(C)C)C=C
61124,CC1=C(C(CCC1)(C)C)CC=O
61125,CC1(CC2C1CCC3(CCCC2(C3)O)C)C
61126,CC1=CC(C2CC1C2(C)C)O
61130,CC1(C2CC=C(C1C2)C=O)C
61134,CCCCOCC1=CC=CC=C1
61137,CCCCC(=O)OCCCC
61138,C=CCCC(=O)O
61151,COC1=CC=CC=C1C(=O)OC
61153,COC1=CC=CC=C1C=C
61155,CC(=O)OC1=CC=CC=C1OC
61159,CC1=CC=CC=C1OC(=O)C2=CC=CC=C2O
61166,CCC(=O)OCC1=CC=CO1
61167,CCCC(=O)OCC1=CC=CO1
61171,CCSC(=O)C
61177,CCCCCCOC=O
61183,CCC(=O)OCC1CCCO1
61184,CCCC(=O)OC(C)C
61185,CCCCCCCC(=O)OCCCCC
61192,CC1=C(SC=N1)CCOC(=O)C
61199,CCC1C(=C(C(=O)O1)O)C
61200,CC1=CC(=C(C=C1)C=O)O
61202,CCCC(CC1=CC=CC=C1)O
61204,CCCCCCC1CCCC(=O)O1
61209,CC1CCC(=O)C1=O
61229,CC(=O)OC1=C(C=C(C=C1)C=O)OC
61235,CCCCCCC(=O)CC
61240,CC(=O)C1=CC=CN1C
61252,C1CSCC1=O
61260,CCC(=O)C1=CC=CN1
61261,CSC1=CC=CC=C1O
61275,CC1=CCOC(C1)C=C(C)C
61278,C=CCOC=O
61282,CC(C)SCC1=CC=CO1
61284,CC1=CCC(C1(C)C)CCO
61290,CC(CCC=C(C)C)CC(=O)OC
61293,CCCC(CC(=O)OCC)O
61294,CCCCCCCCOC(=O)CCCCCCC
61295,CCCSC(=O)C
61296,CC(C)CCOC(=O)CC(=O)C
61302,CC(CCC1=CC=CC=C1)O
61303,CCCCCCCCCCCCCC(=O)C
61304,CCCCCCCOC(=O)C(C)C
61310,CCCC=CC(=O)OC
61319,CCC(=O)OCC=C
61325,CC1C(=O)C(=C(O1)C)OC
61331,COC1=CC=CC=C1OC(=O)CC2=CC=CC=C2
61337,C=CCOC(=O)C1=CC=CO1
61341,C1=CC=C2C(=C1)C=C(O2)C=O
61342,CCCCCCCC(=O)OCCCCCCC
61346,CCCCCC(=O)C=C
61359,CC(C)C1=CC=C(C=C1)CC=O
61361,CCCCC1C2=CC=CC=C2C(=O)O1
61375,CCC(=O)OC1CCCCC1
61384,CCCCCC(=O)OCCC1=CC=CC=C1
61386,CCCCCCCCCCCC(=O)OCCC(C)C
61400,COC1=C(C=C(C=C1)C=C)OC
61401,CC(CCC=C(C)C)CCOCC=O
61402,CC(=C(C)C(=O)OCC1=CC=CC=C1)C
61403,CCCOC(C)OCCC1=CC=CC=C1
61404,CCCCCCCCC(=O)C(=O)C
61405,C=CCOC(=O)CCCC1CCCCC1
61406,C=CCOC(=O)CCCCCC1CCCCC1
61407,C=CCOC(=O)CCCCC1CCCCC1
61408,CCC(CC)C(=O)OCC=C
61410,CCCCCCCCC(=O)OCC=C
61412,C=CCCCCCCCCC(=O)OCC=C
61415,CCCCCCC(=O)OCCCCC
61416,CCCCC(=O)OCCC(C)CCC=C(C)C
61417,CCC(=O)OCC1=CC=C(C=C1)OC
110801,CCCCC(=O)OC1CC2CCC1(C2(C)C)C
61431,CCCCCCCC(OC)OC
61434,CCCCCCCCCCCC(=O)OC1=CC=C(C=C1)C
61435,CCCCCCCC(=O)OC(C)(CCC=C(C)C)C=C
61446,CC(C)C(=O)OC(C)(C)CCC1=CC=CC=C1
61447,CCCC(=O)OC(CC)C1=CC=CC=C1
61448,CCC(CC)COC(=O)C
61450,CCOC(=O)CCC1=CC=CO1
61451,CCCCCCC#CC(=O)OCC
61452,CCOC(=O)CCCC1=CC=CC=C1
61453,CCCCCCC(OC)OC
61455,CCCCCCOC(=O)CC(C)C
61457,CCCCCCC1CC(CO1)OC(=O)C
61464,CC(C)(CC1=CC=CC=C1)OC=O
61466,CCOC(=O)CCC1CCCCC1
61516,CCC(C)(CCC1=CC=CC=C1)O
61521,CC(CCCC(=C)C)CCOC(=O)CC1=CC=CC=C1
61523,C1=CC=C(C=C1)CCCCCO
61524,CCCCCCCCC#CC(=O)OC
61527,CC1=CC(=C(O1)C)C(=O)C
61586,CCOCC1=CC(=C(C=C1)O)OC
61592,CCOC(=O)CCSC
61634,CC1CC(C(=O)C1=O)C
61641,COC(=O)CCSC
61653,CC1=C(SC(=N1)C)C
61656,CCC(=O)CSC
61657,CC1=CC=C(O1)SC
61658,CC(C)CC(=O)OCC1=CC=CO1
61659,C1=COC(=C1)CSCC2=CC=CO2
61660,CC(=O)SCC1=CC=CO1
61661,COCC1=CC=CO1
61662,CSC(=O)C1=CC=CO1
61663,CC1=CC=C(S1)C=O
61664,CC1C(=O)CCS1
61665,CC(=C)C1CCC(O1)(C)C=C
61670,CC1=C2C(=CC=C1)N=CC=N2
61700,CC1=CN=C(C=N1)C(C)C
61715,CC(C)CC1=CN=CC=C1
61738,CCCCCC(=O)C1=CC=CO1
61743,C=CCCCCCCCC(=O)O
61746,CC1=CCC(CC1)C(C)(C)OC(=O)C2=CC=CC=C2N
61771,CCC(C)C1CCCCC1=O
61780,CC(=C)C1CCC(=CC1)COC(=O)C
61781,CC1=CCC(CC1)C(=C)COC(=O)C
61808,CC1=CSC(=N1)C(C)C
61809,CCOC1=NC=CS1
61812,CCCCOC(=O)C(C)CC
61814,CC1=CC(=C(C=C1)C=O)C
61829,CCC(CS)S
61834,CCCCCCCC1CC=CC(=O)O1
61835,CCCCCCC1CCCCC(=O)O1
61875,CCCCCC=CCCC=O
61914,CC(C)CC(=O)OC(C)C
61918,CCC1=NC=CN=C1C(=O)C
61922,CC(=O)CCSC
61926,CSSSCC=C
61935,CC1=CC2=CC(=O)CCC2CC1
61936,CC(=O)CCS
61942,CC(=C1CCC2(C(C1=O)O2)C)C
61945,C1=CN=C(C=N1)CCS
61951,CC1=NC=C2CSCC2=N1
61953,CC1CCC2(O1)C(=CCCC2(C)C)C
61954,CC1=CC=CC=C1OC(=O)C(C)C
61955,CCCCC(=O)OCC1=CC=CO1
61967,CC=C(C)C(=O)OCC1=CC=CC=C1
61976,CC1=NC=C(S1)OC
61980,CCNC1=CC=CC=C1C(=O)OCC
61984,CCCCCCOC(=O)C1=CC=CO1
61985,CCCCCCCC(=O)OCC1=CC=CO1
61988,CCN1C=CC=C1C(=O)C
61989,CC(=O)CCSCCC(=O)C
61990,CCCCCCCC1CC(OC1=O)C
61995,CCC(=O)SCC=C
61997,CC(=CC(=O)OCCC1=CC=CC=C1)C
62000,CSCCCC=O
62007,CCOC(=O)C1=C(OC=C1)C2=CC=CC=C2
62017,CC(=O)C1(CCCCC1)OC(=O)C
62069,CCC1=NC(=C(O1)C)C
62090,CC(C(C)SC(C)C(C)S)O
62092,CC1=CC=C(C=C1)OC(=O)CC(C)C
102684,CC1CCC(C1C=O)C(=C)C
62098,CC(=O)CCC1=CC2=C(C=C1)OCO2
62117,CC(C)C1=CCC(CC1)C(=O)O
62127,CC(=O)OC12CCCC(C1)(CCC3C2CC3(C)C)C
62131,CSSCC1=CC=CO1
62143,CCC(=O)SCC1=CC=CO1
62144,C1=COC(=C1)CSC=O
62145,C1=CN=C(C=N1)CS
62148,CCCCCC(CO)C(=O)C
62166,CCOC(=O)C(C)C=C=C
62182,CCCCC(=O)C(CCC)SC1=C(OC=C1)C
62183,CC1=C(C=CO1)SC(C(C)C)C(=O)CC(C)C
62218,CCCCCC(=C)C(=O)C
62321,CCCC(=O)OC(C)(CCC=C(C)C)C=C
62326,CC(C(=O)O)S
62328,CCC(=O)OC(C)(C)C1CCC(=CC1)C
62332,C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2O
62334,CC(=O)OC1CCCCC1C(C)(C)C
62336,CC(C1=CC=CC=C1)C(OC)OC
62348,COC1=C(C=CC(=C1)CO)O
62349,CC1CCC(OC(=O)C1)C(C)C
62351,CSCCCN=C=S
62362,COC1=C(C=CC(=C1)CC=C)OC(=O)C2=CC=CC=C2
62374,CC1=CC(=O)CC(C1=O)(C)C
62375,COC(C1=CC=CC=C1)OC
62378,CCCCCC1=C(CCC1=O)C
62385,CC1=CC=C(C=C1)C(=C)C
518472,CC1(C2CCC1(C(C2)OC=O)C)C
62424,CCCC(C)S
62433,CCCCCOC(=O)CCCC
62434,CSSCC=C
62444,CCCC(=O)SC
62445,CCC(C)COC(=O)CC(C)C
62447,CCCCCCCCC=CC=O
62453,C=CC1=CC=C(C=C1)O
62465,CCC1=CC(=C(C=C1)O)OC
62469,CCC(CC1=CC=CC=C1)C(=O)OCC
62484,CCC(C(=O)C)O
62490,C1CC(OC1)CCCC2=CC=CC=C2
62510,CC1=C(SC=N1)C
62539,CCC(=O)C(=O)CC
62553,CC(C)OC(=O)CC1=CC=CC=C1
62571,CCCCCCCCCCCC(=O)OCCCCC
62572,CCOC(=O)CC(C)O
62575,CCCCCCOC(=O)C(C)(C)C
62578,CC(C)CC(=O)OCCCC1=CC=CC=C1
62580,CC(C)C(=O)OCC1=CC2=C(C=C1)OCO2
62583,CCCCC1CCCCC(=O)O1
62592,CCCCCCCOC(=O)CCC
62654,CC(C)C1=CC=C(C=C1)CCC=O
62661,CC(C)CC(CC1=CC=CC=C1)O
62725,CC(C)CC1=NC=CS1
62752,CCC1=C(C(=O)CC1)O
62835,CC1C(=C(C(=O)O1)O)C
62876,CCCCOC(C)OCCC1=CC=CC=C1
62897,CC(=C)C1=NC=CN=C1
62900,CCCCC1C(CC(=O)O1)C
62901,CCCCCCCCOC(=O)C1=CC=CO1
62902,CCCC(C)C(=O)OCC
62908,CC(C)CC(C(=O)OC)O
62911,CC(CCC1=CC=CC=C1)C=O
62913,CCC1CCC(O1)CC
64805,CC(CC1=CC2=C(C=C1)OCO2)C=O
65288,CCC(=O)C1=NC=CS1
65289,CC1=CCC(CC1)(C)C(=O)C
65413,CCCC(CCO)SC
65425,COC(=O)CCCSC
65427,CCC1CC(=C(C1=O)O)C
522667,CC1CCC2C13CCC(C(C3)C2(C)C)(C)O
66282,CSCC=C
66356,CCCCC(=O)OCC(C)C
66595,CCOC1=CC2=C(C=C1)C(=CC(=O)O2)C
66600,CCC(=O)OC1=C(CCC1=O)C
66678,CC1=CC2=C(C=C1)NCCC2
66751,CCCCCCCCOC(=O)C1=CC=CC=C1
66768,CCCCCCC1=CCCC1=O
66929,CCCOC(C)OCCC
66955,CCCCCCC(=O)OCCC(C)C
67116,CCOC1=C(C=C(C=C1)C=O)OC
67146,CC1=CC(=CC=C1)OC(=O)CC2=CC=CC=C2
67328,CCCCC(=O)OCCC
67521,C1SSCSSS1
403919,CC1=CCC(CC1)C(=C)CCC=C(C)C
68148,C=CCC1=CC=C(C=C1)O
68346,CC(=CC(=O)C(C)(C)C=C)C
68470,CC(=O)N1C=CC2=CC=CC=C21
68481,CC(=O)C1=CC=CC=C1OC
68482,C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)O
68960,CC(C)CN=C=S
69092,CCCOC(=O)C1=CC=CC=C1O
69154,COC1=CC=CC=C1CO
69220,CCC(CC)S
69320,CCCC1=CC=CC=N1
69346,CCCCCC(=O)CCCC(=O)O
69350,CCCCCCCOC(=O)CCCCCC
69351,CCCCCCCC(=O)OCCC
69354,CC(=O)CCC(=O)OC
69415,CCCCCN=C=S
69467,C1=CSC(=C1)CO
69523,CC(C)C1=CC=CC=N1
69600,COC1=CC(=C(C=C1)C=O)O
69884,CCOC(C1=CC=CC=C1)OCC
69963,C=CCCCCO
70153,CCCCCCCCC1=CC=CS1
70520,CC(C)(CC1=CC=CC=C1)C=O
70694,CCCCCCOC(=O)CCCC
70792,CC(C)C(=O)OC1CCCCC1
70797,CCCCCCC1=CC=CC=N1
71544,CC(C)COC(CC1=CC=CC=C1)OCC(C)C
73690,CCC1=CC=C(C=C1)OC
73750,CC(=O)SC
73772,CCCCC(=O)OC1CCCCC1
73818,CCCCC1=CC=CS1
73955,CCOC1=CC=C(C=C1)C
74008,CCCCCOC(=O)C1=CC=CO1
74096,CC(=O)OCCCC=C
74137,CCCCCC(OC)OC
74174,CCC=C(C)C(=O)OCC
74201,COC1=CC=CC=N1
74279,CCOC1(CCCCC1)OCC
74346,CCC1=CC=C(O1)C
74351,CC1=CC=C(C=C1)OC2=CC=CC=C2
74786,CCOC(=O)CCC=C
74901,CCCCC(=O)OCCC(C)C
74915,CC(C)CCSSCCC(C)C
75033,C1=CC=C(C=C1)OCC=O
75140,COC1=CC=C(C=C1)C(OC)OC
75187,CC1=CC=C(C=C1)COC(=O)C
75263,CC(C)N=C=S
75320,CCCCCCCCCC(=O)OCCC(C)C
75321,CCCCCCCCCC(=O)OCCCCCCCC
7794,CC(CCC=C(C)C)CC=O
75486,C1CCC(CC1)OC(=O)C2=CC=CC=C2
75552,C=CCSSSSCC=C
75554,CCCCCOC(=O)C(C)C
75664,CC1=C(C=CS1)S
76152,CC1=NC=CN=C1SC
76674,CC1=CC(=CC(=C1)OC)O
76889,C1=CC=C(C=C1)CCCCO
76922,C=CCCN=C=S
77129,CC1=NC=CS1
77151,CCSSSCC
77224,CCCCCC(OCC)OCC
77289,CCCCCCCCSC
77652,CC1=CC=CC=C1SSC2=CC=CC=C2C
77743,CSCCCN
77775,C(C=O)S
77837,CC1=CN=C(S1)C
77840,C=CC1=NC=CN=C1
77932,CC(C)SSC(C)C
78120,CCCCCCN=C=S
78126,C1=CC=C(C=C1)CCS
78160,CSCCCCN=C=S
78199,CCOC(=O)CSC
78405,CCCC1=CN=CC=C1
78435,CC1=CC(=C(C(=C1C(=O)OC)O)C)O
78484,CCCCCCOC
78750,CCCCC1=CC=CC=N1
78879,CC(=C)CCOC(=O)C
78925,CSCCO
78941,CCCCC(=O)OC1CC(CCC1C(C)C)C
79023,CC1=C(C(=O)C(CC1)C(C)C)O
79086,CC(C)CCN=C=S
79089,CC1=CSC=C1C
79117,CCCCOC(C)OCCCC
79148,C(CCS)CS
79409,CC1(COC(OC1)(C)C2=CC=CC=C2)C
79457,CC(C)COC(=O)CCCCCCCCC=C
79541,CCCCCCCCCCOC=O
79544,CCCCCCCOC(=O)CCCC
79546,CCCCC(=O)OCCCC1=CC=CC=C1
79552,CCCCCCC(=O)OCCC1=CC=CC=C1
79581,CCCCCCCCCCCOC(=O)CCC
79582,CCCCCCCC(=O)OCC(C)C
79782,COC1=CC=C(C=C1)CC=O
79828,CSSSSC
80018,CCCCCC(C)OC(=O)C
80024,CSC(=O)C1=CC=CC=C1
80046,CC(C)SSSC(C)C
80353,CC(=O)OC1CCCCCCCCCCC1
80354,CCCCCCCCCCCCOC(=O)CC
80388,CCCCCC(=O)OC1CCCCC1
80408,C1=CSC(=C1)CS
80454,CC(C)C(=O)OCC1=CC=CO1
80455,CCOCC1=CC=CO1
80584,CCOC(CC1=CC=CC=C1)OCC
80606,CCCCC(=O)OCC=C
80790,CC1=C(C=C(C=C1)C(C)C)OC
80865,CCOC(=O)CC1(OCCO1)C
80960,CCCCCCCCC(=O)OCC1=CC=CC=C1
81006,CCCCCCCCC(=O)OCCC
81045,CCCCCCCCC(=O)OCCCCCC
81221,CC1=CC(=C(C=C1)OC)C
543323,CC(CCCC(=C)C)CCO
81359,CC(=O)CCC(=O)OCC1=CC=CC=C1
81464,CCCCCCCOC(=O)CCCCC
81784,CCOC(=O)C1=CC=CC=C1OC
81834,CCCCCCCC=CC(=O)OC
81898,CC(=O)CC(C)(C)C1=CC=CC=C1
81964,CCCCC(=O)OCCC1=CC=CC=C1
82202,C1=CSC=C1S
14525,CC1(C2CCC(C2)(C1=O)C)C
82336,CN(C)C1=CC=CC=C1C(=O)OC
82397,C1=CC=C(C=C1)CCOC(=O)CCO
82493,CC(C)CC(CC(C)C)OC(=O)C
82511,CCCCCCCC(=O)OCC1=CC=CC=C1
82584,CCCCC(=O)OCC1=CC=CC=C1
82635,CCCCCCCCCC(=O)OCCCCCC
82664,CCCCOC1=CC2=CC=CC=C2C=C1
83036,CC(C)CCOC(C)OCCC(C)C
83268,CC(C)CCCC(C)(C)O
83553,CCOC(C1=CC=CO1)OCC
83653,CC1=C(SC=C1)C(=O)C
83655,CC1=CC=C(S1)C(=O)C
84216,CCCC=CC(=O)CC
84234,CSSC1=CC=CC=C1
84556,CCCC(=O)OC1=CC=C(C=C1)C
84559,CCCCCCCCCCCC(OC)OC
84825,CC1=C(OC=C1)CC=C(C)C
85053,CCC1=NC=CS1
85073,CCC1=CN=C(S1)CC
85224,CCCC1=NC=CN=C1C
85519,CC(=O)OCCCSC
85520,CCCC(=O)OCCCSC
85521,CCOC(CCSC)OCC
85522,COC(=O)CSC
85730,CC1C(=O)C=C(O1)C
85755,CC1=CCC(CC1)C(C)(C)OC
86558,CCC1(CC(=O)C(=C(C1C)C)C)C
86579,CCC(=O)OC1CC2CC1C3C2C=CC3
86707,CC1C2CC(C1=O)CC2(C)C
86733,CC1COC(O1)CC(C)C
86749,CCC(C)(CCC=C(C)C)O
86751,CCC(C)CCCC(C)(C)O
86753,CC1=CCC(CC1)C(C)CO
86799,CCCCCC1COCCC1OC(=O)C
86851,CC(C)CCOC(=O)C(C)O
87198,CCCC1=NC=CS1
87436,C=CCCCN=C=S
87466,CCCC1=NC=CN=C1
87598,CCCCC(=O)OC(C)C
